primary_energy_consumption,year,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
12.596,2019,394684.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,656.72,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,2.01,5092.682,2.01,17.3305,3.632,0.441,31914.691,0.918,0.1815,0.1875,5092.682,2.01,24077.301,188.123,100.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,1.32,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.0,0.0,3952.095,0.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,5092.682,2.01,11748.93,-0.28,0.07900000000000001,19088.549,92.131,100.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,5092.682,1.3545,0.02,18.994,0.0,0.0,3035.644,0.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
231.261,2019,1485675.0,57613480945.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,904.26,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,33.19,22340.014,33.11,17.3305,9.965,20.957,155660.703,4.014,0.1815,0.1875,22272.705,33.09,24077.301,188.123,99.94,81.358,0.5095,0.072,49.167,22272.705,33.09,5931.444,11.05,16.185,109485.344,162.66,99.94,19.765,29.94,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,13.462,0.02,3952.095,0.06,18.642,0.08,0.241,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.0,0.0,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,22286.166,1.3545,0.02,18.994,13.462,0.02,3035.644,0.06,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,13.462,0.02,63.453,0.06,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
482.562,2019,164913060.0,717214595514.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.24,68.242,19.496,291.456,48.065,7.883,1.3,-4.104,-1.183,4166.35,40.7945,1.527,9.964,91.9,557.263,85.11,17.714,12.149,52.274,2926.16,0.673,12.23,52.229,508.874,83.92,2906.267,479.281,98.602,99.36,12.78,35.054,309.344,414.521,68.36,1875.799,-4.881,-12.973,1533.198,252.844,80.32,64.13,57.47,-4.89,-0.115,2.037,4.912,0.81,12.354,0.952,0.422,1.708,0.039,3.085,7.216,1.19,18.707,1.398,0.64,6.79,7.388,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.869,-2.321,121.873,86.47,14.26,739.012,-0.28,0.07900000000000001,19088.549,92.131,16.755,25.266,0.109,0.0,0.0,13.094,0.013,0.0,0.0,0.663,0.0,0.0,0.023,516.09,1.708,0.039,3.085,7.216,1.19,18.707,1.398,0.64,18.746,0.142,0.926,2.244,0.37,5.614,0.435,0.192,0.0,-0.0,0.013,0.061,0.01,0.076,0.012,0.003
7.195,2019,281216.0,3535586950.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,632.08,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,1.06,3769.344,1.06,17.3305,-2.549,-0.188,25585.25,2.035,0.1815,0.1875,3627.105,1.02,24077.301,188.123,96.226,81.358,0.5095,0.072,49.167,106.68,0.03,5931.444,1.4395,2.997,17430.287,161.5675,2.83,19.765,0.67,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,142.239,0.04,3952.095,3.774,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,3520.426,0.99,11748.93,-0.28,0.07900000000000001,19088.549,92.131,93.396,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,3769.344,1.3545,0.02,18.994,142.239,0.04,3035.644,3.774,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,142.239,0.04,63.453,3.774,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
308.79,2019,9435415.0,181643469714.0,14.286,0.021,17.428,0.164,36.034,0.34,0.84,0.053,498.76,5.305,0.779,1639.345,15.468,3.18,0.03,-4.104,-1.183,4166.35,40.7945,0.074,5.011,38.12,4040.098,40.46,13.152,0.525,1.612,32726.744,1.7,0.388,1.185,4177.876,39.42,32477.656,306.44,97.43,99.277,-0.775,-1.498,191.645,4153.5,39.19,20311.24,1.4395,2.997,17430.287,161.5675,96.861,62.087,20.18,8.333,0.063,0.869,36.034,0.34,92.08,0.84,0.281,22.239,0.401,2.231,110.223,1.04,236.446,2.57,0.723,-2.34,-6.139,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.954,1.903,99.327,21.197,0.2,10527.07,-0.28,0.07900000000000001,19088.549,92.131,0.494,32.179,0.344,0.34,0.0,0.917,0.003,36.034,0.0,36.432,0.84,0.0,0.111,4288.1,22.239,0.401,2.231,110.223,1.04,236.446,2.57,0.723,51.695,0.15,0.443,19.077,0.18,46.958,0.445,0.144,67.677,0.165,0.411,19.077,0.18,43.548,0.445,0.133
4.351,2019,385833.0,62427096792.0,9.971,0.0,0.0,0.0,388.769,0.15,28.846,0.433,173.08,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.9,2332.615,0.52,17.3305,25.521,0.885,11277.264,0.918,0.1815,0.1875,181.426,0.07,24077.301,188.123,13.462,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.09,-4.0045,-0.006500000000000001,6.234,751.62,0.29,485.224,55.769,3.4735,1.646,0.029,30.25,1166.308,0.45,3952.095,86.538,18.642,0.38,42.222,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,181.426,0.07,11748.93,-0.28,0.07900000000000001,19088.549,92.131,13.462,39.774,1.3385,0.15,0.0,2.887,0.0205,388.769,0.0,147.846,28.846,0.0,0.85,1347.733,1.3545,0.02,18.994,1166.308,0.45,3035.644,86.538,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,25.918,0.01,63.453,1.923,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
30.184,2019,12726760.0,28155410176.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,611.11,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,1.63,128.077,0.54,17.3305,-6.845,-2.218,2371.677,1.072,0.1815,0.1875,41.645,0.53,24077.301,188.123,98.148,81.358,0.5095,0.072,49.167,25.144,0.32,5931.444,1.4395,2.997,17430.287,161.5675,59.259,19.765,0.33,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.786,0.01,3952.095,1.852,18.642,1.09,66.871,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,16.501,0.21,11748.93,-0.28,0.07900000000000001,19088.549,92.131,38.889,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,42.43,1.3545,0.02,18.994,0.786,0.01,3035.644,1.852,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.786,0.01,63.453,1.852,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
2.682,2019,64130.0,62427096792.0,9.971,0.0,0.0,0.0,155.933,0.01,1.639,0.433,639.34,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.61,9511.929,0.61,17.3305,-12.999,-0.401,41815.137,0.918,0.1815,0.1875,9355.996,0.6,24077.301,188.123,98.361,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.39,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,155.933,0.01,3952.095,1.639,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,9355.996,0.6,11748.93,-0.28,0.07900000000000001,19088.549,92.131,98.361,39.774,1.3385,0.01,0.0,2.887,0.0205,155.933,0.0,147.846,1.639,0.0,0.85,9511.929,1.3545,0.02,18.994,155.933,0.01,3035.644,1.639,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
6.275,2019,764830.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,24.28,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,2.6,3399.448,8.65,17.3305,2.015,0.124,8204.153,0.918,0.1815,0.1875,0.0,0.0,24077.301,188.123,0.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.21,-4.0045,-0.006500000000000001,6.234,11309.702,8.65,485.224,100.0,3.4735,1.646,0.029,30.25,11309.702,8.65,3952.095,100.0,18.642,-6.05,-232.692,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.0,0.0,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,11309.702,1.3545,0.02,18.994,11309.702,8.65,3035.644,100.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
95.627,2019,11671386.0,78217588630.0,9.971,0.0,0.0,0.0,20.563,0.24,2.314,0.433,478.3,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,10.37,888.498,10.37,17.3305,-0.214,-0.205,8193.27,1.223,0.1815,0.1875,567.199,6.62,24077.301,188.123,63.838,81.358,0.5095,0.072,49.167,542.352,6.33,5931.444,-12.904,-22.365,12933.33,150.95,61.041,19.765,4.96,-4.0045,-0.006500000000000001,6.234,278.459,3.25,485.224,31.34,3.4735,1.646,0.029,30.25,321.299,3.75,3952.095,36.162,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,24.847,0.29,11748.93,-0.28,0.07900000000000001,19088.549,92.131,2.797,39.774,1.3385,0.24,0.0,2.887,0.0205,20.563,0.0,147.846,2.314,0.0,0.85,888.498,1.3545,0.02,18.994,321.299,3.75,3035.644,36.162,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,16.279,0.19,63.453,1.832,0.254,10.491,0.054,0.501,5.998,0.07,132.794,0.675,0.556
59.118,2019,3345532.0,43497123759.0,9.971,0.0,0.0,0.0,2.989,0.01,0.057,0.433,637.2,-5.711,-0.106,1696.895,14.993,3276.011,10.96,-4.104,-1.183,4166.35,40.7945,62.916,6.311,17.42,5206.945,17.42,17.3305,-5.572,-3.489,17670.797,1.359,0.1815,0.1875,3296.935,11.03,24077.301,188.123,63.318,81.358,0.5095,0.072,49.167,5.978,0.02,5931.444,1.4395,2.997,17430.287,161.5675,0.115,19.765,11.1,-4.0045,-0.006500000000000001,6.234,1823.327,6.1,485.224,35.017,3.4735,1.646,0.029,30.25,1910.01,6.39,3952.095,36.682,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,14.945,0.05,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.287,39.774,1.3385,0.01,0.0,2.887,0.0205,2.989,0.0,147.846,0.057,0.0,0.85,5206.945,1.3545,0.02,18.994,1910.01,6.39,3035.644,36.682,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,8.967,0.03,63.453,0.172,0.254,10.491,0.054,0.501,74.727,0.25,132.794,1.435,0.556
22.815,2019,2332082.0,36166405883.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,852.59,-5.711,-0.106,1696.895,14.993,1072.003,2.5,-4.104,-1.183,4166.35,40.7945,99.602,6.311,3.52,1509.381,2.51,17.3305,-2.693,-0.631,9783.121,0.631,0.1815,0.1875,1072.003,2.5,24077.301,188.123,99.602,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,2.14,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,4.288,0.01,3952.095,0.398,18.642,1.01,28.693,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.0,0.0,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,1076.292,1.3545,0.02,18.994,4.288,0.01,3035.644,0.398,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,4.288,0.01,63.453,0.398,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
0.764,2019,36423.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,687.5,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.16,4392.829,0.16,17.3305,14.115,0.094,20971.912,0.918,0.1815,0.1875,4392.829,0.16,24077.301,188.123,100.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.11,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.0,0.0,3952.095,0.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,4392.829,0.16,11748.93,-0.28,0.07900000000000001,19088.549,92.131,100.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,4392.829,1.3545,0.02,18.994,0.0,0.0,3035.644,0.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
53.851,2019,442690.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,896.55,-5.711,-0.106,1696.895,14.993,1084.28,0.48,-4.104,-1.183,4166.35,40.7945,9.736,6.311,4.93,11136.461,4.93,17.3305,1.073,0.571,121644.695,0.918,0.1815,0.1875,11136.461,4.93,24077.301,188.123,100.0,81.358,0.5095,0.072,49.167,9939.235,4.4,5931.444,3.302,4.149,293210.5,129.801,89.249,19.765,4.42,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.0,0.0,3952.095,0.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,112.946,0.05,11748.93,9.025,5.681,155028.625,68.63,1.014,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,11136.461,1.3545,0.02,18.994,0.0,0.0,3035.644,0.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
211.551,2019,6975466.0,129520075495.0,9.689,0.181,293.868,2.05,260.914,1.82,4.163,0.978,438.7,-6.756,-4.286,8480.807,59.158,2465.785,17.2,-7.408,-4.406,7894.639,55.069,39.341,28.221,37.91,5434.762,43.72,25.274,-3.319,-7.263,30327.924,1.633,-2.292,-3.445,2819.883,19.67,21057.16,146.884,44.991,70.071,-6.353,-1.921,28.309,308.223,2.15,4058.331,1.4395,2.997,17430.287,161.5675,4.918,13.505,19.18,-43.079,-5.551,7.251,420.044,2.93,1039.534,6.702,3.459,-4.693,-3.581,62.738,3447.798,24.05,8994.033,55.009,29.929,-5.81,-15.326,2.667,0.866,40.978,2374.035,16.56,5874.652,37.877,19.549,4.874,2.762,59.417,45.875,0.32,8518.023,-0.28,0.07900000000000001,19088.549,92.131,0.732,28.345,5.69,1.82,0.0,15.757,0.775,260.914,0.0,815.721,4.163,0.0,2.714,6267.682,-15.244,-4.447,21.759,1073.763,7.49,3119.381,17.132,10.38,5.548,0.168,3.508,203.571,1.42,502.925,3.248,1.674,-0.086,-0.019,3.26,189.235,1.32,467.334,3.019,1.555
19.987,2019,20961956.0,33422048798.0,9.971,0.0,0.0,0.0,2.862,0.06,3.75,0.433,556.25,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,2.68,127.851,1.6,17.3305,3.636,0.701,953.479,0.598,0.1815,0.1875,63.925,1.34,24077.301,188.123,83.75,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.89,-4.0045,-0.006500000000000001,6.234,5.248,0.11,485.224,6.875,3.4735,1.646,0.029,30.25,12.403,0.26,3952.095,16.25,18.642,1.08,40.299,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,63.925,1.34,11748.93,-0.28,0.07900000000000001,19088.549,92.131,83.75,39.774,1.3385,0.06,0.0,2.887,0.0205,2.862,0.0,147.846,3.75,0.0,0.85,76.329,1.3545,0.02,18.994,12.403,0.26,3035.644,16.25,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,4.293,0.09,63.453,5.625,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
3.189,2019,12255339.0,8573379471.0,9.971,0.0,0.0,0.0,0.816,0.01,2.564,0.433,230.77,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.49,39.983,0.39,17.3305,1.97,0.062,260.234,0.372,0.1815,0.1875,9.792,0.12,24077.301,188.123,30.769,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.09,-4.0045,-0.006500000000000001,6.234,21.215,0.26,485.224,66.667,3.4735,1.646,0.029,30.25,22.031,0.27,3952.095,69.231,18.642,0.1,20.408,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,9.792,0.12,11748.93,-0.28,0.07900000000000001,19088.549,92.131,30.769,39.774,1.3385,0.01,0.0,2.887,0.0205,0.816,0.0,147.846,2.564,0.0,0.85,31.823,1.3545,0.02,18.994,22.031,0.27,3035.644,69.231,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
59.82,2019,16481305.0,62129452776.0,9.971,0.0,0.0,0.0,5.461,0.09,1.038,0.433,440.6,-5.711,-0.106,1696.895,14.993,226.317,3.73,-4.104,-1.183,4166.35,40.7945,43.022,6.311,11.73,711.715,8.67,17.3305,21.167,10.45,3629.568,0.963,0.1815,0.1875,270.61,4.46,24077.301,188.123,51.442,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,3.82,-4.0045,-0.006500000000000001,6.234,244.519,4.03,485.224,46.482,3.4735,1.646,0.029,30.25,255.441,4.21,3952.095,48.558,18.642,3.06,26.087,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,44.293,0.73,11748.93,-0.28,0.07900000000000001,19088.549,92.131,8.42,39.774,1.3385,0.09,0.0,2.887,0.0205,5.461,0.0,147.846,1.038,0.0,0.85,526.051,1.3545,0.02,18.994,255.441,4.21,3035.644,48.558,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,5.461,0.09,63.453,1.038,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
36.373,2019,25506095.0,76789634582.0,9.971,0.0,0.0,0.0,1.568,0.04,0.483,0.433,305.56,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,8.33,326.589,8.28,17.3305,-3.056,-1.147,1426.042,0.474,0.1815,0.1875,125.068,3.19,24077.301,188.123,38.527,81.358,0.5095,0.072,49.167,85.078,2.17,5931.444,1.4395,2.997,17430.287,161.5675,26.208,19.765,2.53,-4.0045,-0.006500000000000001,6.234,197.208,5.03,485.224,60.749,3.4735,1.646,0.029,30.25,199.56,5.09,3952.095,61.473,18.642,0.05,0.6,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,39.99,1.02,11748.93,-0.28,0.07900000000000001,19088.549,92.131,12.319,39.774,1.3385,0.04,0.0,2.887,0.0205,1.568,0.0,147.846,0.483,0.0,0.85,324.628,1.3545,0.02,18.994,199.56,5.09,3035.644,61.473,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.784,0.02,63.453,0.242,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
3.608,2019,514116.0,4189894317.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,545.46,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.44,855.838,0.44,17.3305,6.466,0.219,7017.119,0.861,0.1815,0.1875,700.231,0.36,24077.301,188.123,81.818,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.24,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,155.607,0.08,3952.095,18.182,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,700.231,0.36,11748.93,-0.28,0.07900000000000001,19088.549,92.131,81.818,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,855.838,1.3545,0.02,18.994,155.607,0.08,3035.644,18.182,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,19.451,0.01,63.453,2.273,0.254,10.491,0.054,0.501,136.156,0.07,132.794,15.909,0.556
3.389,2019,67346.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,638.89,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.72,10691.059,0.72,17.3305,9.827,0.303,50321.785,0.918,0.1815,0.1875,10394.084,0.7,24077.301,188.123,97.222,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.46,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,296.974,0.02,3952.095,2.778,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,10394.084,0.7,11748.93,-0.28,0.07900000000000001,19088.549,92.131,97.222,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,10691.059,1.3545,0.02,18.994,296.974,0.02,3035.644,2.778,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,296.974,0.02,63.453,2.778,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
1.336,2019,4944708.0,3662931320.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,0.0,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.15,30.335,0.15,17.3305,3.954,0.051,270.234,0.365,0.1815,0.1875,0.0,0.0,24077.301,188.123,0.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.0,-4.0045,-0.006500000000000001,6.234,30.335,0.15,485.224,100.0,3.4735,1.646,0.029,30.25,30.335,0.15,3952.095,100.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.0,0.0,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,30.335,1.3545,0.02,18.994,30.335,0.15,3035.644,100.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
