primary_energy_consumption,year,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
62.761,2019,1326822.0,37723175050.0,50.869,0.101,226.776,0.301,1025.006,1.36,17.871,0.481,509.86,-27.145,-13.341,26985.354,35.805,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,57.248,9.77,7363.46,7.61,13.01,-19.413,-15.118,47301.492,1.664,-21.738,-15.57,4122.633,5.47,42246.852,56.054,71.879,89.624,-6.855,-0.343,4.661,30.147,0.04,3512.569,1.4395,2.997,17430.287,161.5675,0.526,7.452,3.88,26.667,0.01,0.047,15.074,0.02,35.445,0.263,0.075,10.399,0.432,6.49,1612.877,2.14,4891.178,28.121,10.376,2.16,22.108,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.793,-1.886,15.589,4092.486,5.43,11748.93,-0.28,0.07900000000000001,19088.549,92.131,71.353,24.925,4.259,1.36,0.0,2.327,0.097,1025.006,0.0,3210.208,17.871,0.0,6.81,5735.509,10.399,0.432,6.49,1612.877,2.14,4891.178,28.121,10.376,138.636,0.105,0.182,52.758,0.07,137.118,0.92,0.291,8.019,0.118,1.7,520.04,0.69,1281.63,9.067,2.719
6.899,2019,1179885.0,9177836965.0,9.971,0.0,0.0,0.0,186.459,0.22,44.898,0.433,204.08,-5.711,-0.106,1696.895,14.993,33.902,0.04,-4.104,-1.183,4166.35,40.7945,8.163,6.311,1.53,1296.737,0.49,17.3305,8.061,0.515,5847.509,0.752,0.1815,0.1875,33.902,0.04,24077.301,188.123,8.163,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.1,-4.0045,-0.006500000000000001,6.234,194.934,0.23,485.224,46.939,3.4735,1.646,0.029,30.25,381.393,0.45,3952.095,91.837,18.642,1.04,67.974,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.0,0.0,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.0,39.774,1.3385,0.22,0.0,2.887,0.0205,186.459,0.0,147.846,44.898,0.0,0.85,415.295,1.3545,0.02,18.994,381.393,0.45,3035.644,91.837,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
79.654,2019,115737384.0,221885291686.0,9.971,0.0,0.0,0.0,0.259,0.03,0.196,0.433,24.17,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,14.17,122.432,15.31,17.3305,15.078,10.436,688.227,0.359,0.1815,0.1875,0.086,0.01,24077.301,188.123,0.065,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.37,-4.0045,-0.006500000000000001,6.234,124.42,14.4,485.224,94.056,3.4735,1.646,0.029,30.25,132.196,15.3,3952.095,99.935,18.642,-1.14,-8.045,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.086,0.01,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.065,39.774,1.3385,0.03,0.0,2.887,0.0205,0.259,0.0,147.846,0.196,0.0,0.85,132.282,1.3545,0.02,18.994,132.196,15.3,3035.644,99.935,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.173,0.02,63.453,0.131,0.254,10.491,0.054,0.501,7.344,0.85,132.794,5.552,0.556
0.155,2019,3541.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,1000.0,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.01,2824.061,0.01,17.3305,3.773,0.006,43732.285,0.918,0.1815,0.1875,2824.061,0.01,24077.301,188.123,100.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.01,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.0,0.0,3952.095,0.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,2824.061,0.01,11748.93,-0.28,0.07900000000000001,19088.549,92.131,100.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,2824.061,1.3545,0.02,18.994,0.0,0.0,3035.644,0.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
3.196,2019,51868.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,394.74,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.38,7326.29,0.38,17.3305,-12.219,-0.445,61618.391,0.918,0.1815,0.1875,4434.333,0.23,24077.301,188.123,60.526,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.15,-4.0045,-0.006500000000000001,6.234,1927.971,0.1,485.224,26.316,3.4735,1.646,0.029,30.25,2891.957,0.15,3952.095,39.474,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,4434.333,0.23,11748.93,-0.28,0.07900000000000001,19088.549,92.131,60.526,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,7326.29,1.3545,0.02,18.994,2891.957,0.15,3035.644,39.474,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,963.986,0.05,132.794,13.158,0.556
7.156,2019,914906.0,62427096792.0,9.971,0.0,0.0,0.0,98.371,0.09,7.895,0.433,307.02,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,1.14,1246.03,1.14,17.3305,-1.007,-0.073,7821.997,0.918,0.1815,0.1875,524.644,0.48,24077.301,188.123,42.105,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.35,-4.0045,-0.006500000000000001,6.234,612.085,0.56,485.224,49.123,3.4735,1.646,0.029,30.25,721.386,0.66,3952.095,57.895,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,524.644,0.48,11748.93,-0.28,0.07900000000000001,19088.549,92.131,42.105,39.774,1.3385,0.09,0.0,2.887,0.0205,98.371,0.0,147.846,7.895,0.0,0.85,1246.03,1.3545,0.02,18.994,721.386,0.66,3035.644,57.895,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,10.93,0.01,63.453,0.877,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
326.992,2019,5521754.0,220173891564.0,15.877,0.61,806.195,4.452,2406.844,13.29,19.37,1.383,171.55,-16.027,-7.834,7433.679,41.047,789.604,4.36,-4.104,-1.183,4166.35,40.7945,6.355,12.755,88.65,16054.682,68.61,29.711,-2.052,-6.849,59218.777,1.485,-5.177,-9.321,2328.97,12.86,30917.979,170.721,18.744,53.049,-3.163,-0.665,20.348,697.242,3.85,3685.071,1.4395,2.997,17430.287,161.5675,5.611,6.323,11.77,-6.621,-2.344,30.744,2249.285,12.42,5567.75,18.102,9.553,2.435,2.373,151.094,10096.43,55.75,27363.451,81.256,46.951,20.04,22.606,4.725,2.385,59.084,4322.902,23.87,10700.252,34.791,18.36,-0.746,-0.822,109.326,842.124,4.65,19799.229,-0.28,0.07900000000000001,19088.549,92.131,6.777,33.972,41.538,13.29,0.0,2.958,1.193,2406.844,0.0,7522.552,19.37,0.0,12.907,12425.399,0.984,-0.012,92.01,5773.528,31.88,16663.199,46.466,28.591,63.128,0.14,0.364,27.165,0.15,65.978,0.219,0.113,3.187,0.389,14.913,1090.233,6.02,2700.725,8.774,4.634
0.0,2019,285574.0,62427096792.0,9.971,0.0,0.0,0.0,35.017,0.01,1.053,0.433,347.37,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.95,3326.633,0.95,17.3305,1.5735000000000001,0.0,0.0,0.918,0.1815,0.1875,1680.825,0.48,24077.301,188.123,50.526,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.33,-4.0045,-0.006500000000000001,6.234,1435.705,0.41,485.224,43.158,3.4735,1.646,0.029,30.25,1645.808,0.47,3952.095,49.474,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,1680.825,0.48,11748.93,-0.28,0.07900000000000001,19088.549,92.131,50.526,39.774,1.3385,0.01,0.0,2.887,0.0205,35.017,0.0,147.846,1.053,0.0,0.85,3326.633,1.3545,0.02,18.994,1645.808,0.47,3035.644,49.474,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,175.086,0.05,63.453,5.263,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
3.46,2019,279040.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,463.77,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.69,2472.764,0.69,17.3305,0.805,0.028,12399.256,0.918,0.1815,0.1875,1756.021,0.49,24077.301,188.123,71.014,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.32,-4.0045,-0.006500000000000001,6.234,573.394,0.16,485.224,23.188,3.4735,1.646,0.029,30.25,716.743,0.2,3952.095,28.986,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,1756.021,0.49,11748.93,-0.28,0.07900000000000001,19088.549,92.131,71.014,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,2472.764,1.3545,0.02,18.994,716.743,0.2,3035.644,28.986,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,143.349,0.04,63.453,5.797,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
15.206,2019,2267711.0,35180839675.0,9.971,0.0,0.0,0.0,4.41,0.01,0.352,0.433,443.66,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,3.37,1486.08,2.84,17.3305,-7.554,-1.243,6705.384,0.432,0.1815,0.1875,670.279,1.52,24077.301,188.123,53.521,81.358,0.5095,0.072,49.167,485.071,1.1,5931.444,1.4395,2.997,17430.287,161.5675,38.732,19.765,1.26,-4.0045,-0.006500000000000001,6.234,577.675,1.31,485.224,46.127,3.4735,1.646,0.029,30.25,582.085,1.32,3952.095,46.479,18.642,0.53,15.727,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,185.209,0.42,11748.93,12.605,14.16,55781.113,126.495,14.789,39.774,1.3385,0.01,0.0,2.887,0.0205,4.41,0.0,147.846,0.352,0.0,0.85,1252.364,1.3545,0.02,18.994,582.085,1.32,3035.644,46.479,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
1.977,2019,2456847.0,4192588256.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,652.17,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.46,187.232,0.46,17.3305,2.308,0.045,804.548,0.471,0.1815,0.1875,187.232,0.46,24077.301,188.123,100.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.3,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.0,0.0,3952.095,0.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,187.232,0.46,11748.93,-0.28,0.07900000000000001,19088.549,92.131,100.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,187.232,1.3545,0.02,18.994,0.0,0.0,3035.644,0.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
59.714,2019,3796722.0,62188716739.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,167.79,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,13.24,3487.219,11.86,17.3305,5.597,3.165,15727.646,0.96,0.1815,0.1875,748.014,2.84,24077.301,188.123,23.946,81.358,0.5095,0.072,49.167,748.014,2.84,5931.444,1.4395,2.997,17430.287,161.5675,23.946,19.765,1.99,-4.0045,-0.006500000000000001,6.234,2352.029,8.93,485.224,75.295,3.4735,1.646,0.029,30.25,2375.734,9.02,3952.095,76.054,18.642,1.38,10.423,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,0.0,0.0,11748.93,-0.28,0.07900000000000001,19088.549,92.131,0.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,3123.747,1.3545,0.02,18.994,2375.734,9.02,3035.644,76.054,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,23.705,0.09,132.794,0.759,0.556
79.992,2019,31258943.0,133049773378.0,9.971,0.0,0.0,0.0,0.64,0.02,0.116,0.433,416.76,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,16.0,511.854,17.3,17.3305,8.647,6.366,2559.024,0.601,0.1815,0.1875,319.269,9.98,24077.301,188.123,57.688,81.358,0.5095,0.072,49.167,230.014,7.19,5931.444,1.4395,2.997,17430.287,161.5675,41.561,19.765,7.21,-4.0045,-0.006500000000000001,6.234,231.934,7.25,485.224,41.908,3.4735,1.646,0.029,30.25,234.173,7.32,3952.095,42.312,18.642,-1.3,-8.125,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,89.254,2.79,11748.93,-0.28,0.07900000000000001,19088.549,92.131,16.127,39.774,1.3385,0.02,0.0,2.887,0.0205,0.64,0.0,147.846,0.116,0.0,0.85,553.442,1.3545,0.02,18.994,234.173,7.32,3035.644,42.312,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,1.6,0.05,63.453,0.289,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
316.887,2019,10718581.0,252514250712.0,15.404,0.301,210.556,2.257,37.318,0.4,0.834,0.718,496.98,-32.131,-17.6,3468.308,37.175,1130.747,12.12,-27.775,-13.809,3350.02,35.907,25.276,11.827,57.89,5400.901,47.95,16.515,-2.215,-7.179,29564.295,1.255,-2.592,-7.237,2971.475,31.85,25374.34,271.977,66.423,86.524,9.784,5.132,57.583,1352.791,14.5,5372.26,1.4395,2.997,17430.287,161.5675,30.24,18.319,23.83,-30.362,-4.387,9.9,373.184,4.0,923.629,8.342,3.149,1.377,0.035,42.361,1502.065,16.1,3952.095,33.577,13.476,9.94,17.17,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.041,5.23,177.219,487.938,5.23,16533.773,-0.28,0.07900000000000001,19088.549,92.131,10.907,56.378,1.256,0.4,0.0,28.006,0.275,37.318,0.0,117.211,0.834,0.0,0.4,4473.54,1.377,0.035,42.361,1502.065,16.1,3952.095,33.577,13.476,16.827,1.532,10.962,413.301,4.43,1022.678,9.239,3.487,15.334,2.314,17.986,678.261,7.27,1678.021,15.162,5.722
2.699,2019,56109.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,122.45,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.49,8733.002,0.49,17.3305,3.097,0.081,48099.559,0.918,0.1815,0.1875,1425.796,0.08,24077.301,188.123,16.327,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.06,-4.0045,-0.006500000000000001,6.234,7307.206,0.41,485.224,83.673,3.4735,1.646,0.029,30.25,7307.206,0.41,3952.095,83.673,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,1425.796,0.08,11748.93,-0.28,0.07900000000000001,19088.549,92.131,16.327,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,8733.002,1.3545,0.02,18.994,7307.206,0.41,3035.644,83.673,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
1.534,2019,115995.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,666.67,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.24,2069.055,0.24,17.3305,9.058,0.127,13225.631,0.918,0.1815,0.1875,2069.055,0.24,24077.301,188.123,100.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.16,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.0,0.0,3952.095,0.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,2069.055,0.24,11748.93,-0.28,0.07900000000000001,19088.549,92.131,100.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,2069.055,1.3545,0.02,18.994,0.0,0.0,3035.644,0.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
0.0,2019,410266.0,62427096792.0,9.971,0.0,0.0,0.0,146.247,0.06,3.488,0.433,569.77,-5.711,-0.106,1696.895,14.993,950.603,0.39,-4.104,-1.183,4166.35,40.7945,22.674,6.311,1.72,4192.402,1.72,17.3305,1.5735000000000001,0.0,0.0,0.918,0.1815,0.1875,3290.548,1.35,24077.301,188.123,78.488,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.98,-4.0045,-0.006500000000000001,6.234,97.498,0.04,485.224,2.326,3.4735,1.646,0.029,30.25,901.854,0.37,3952.095,21.512,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,2339.945,0.96,11748.93,-0.28,0.07900000000000001,19088.549,92.131,55.814,39.774,1.3385,0.17,0.11,2.887,0.0205,414.365,268.119,147.846,9.884,6.395,0.85,4192.402,1.3545,0.02,18.994,901.854,0.37,3035.644,21.512,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,243.744,0.1,63.453,5.814,0.254,10.491,0.054,0.501,146.247,0.06,132.794,3.488,0.556
7.391,2019,161819.0,62427096792.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,628.57,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,1.75,10814.552,1.75,17.3305,0.041,0.003,45671.812,0.918,0.1815,0.1875,10320.172,1.67,24077.301,188.123,95.429,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,1.1,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,494.38,0.08,3952.095,4.571,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,10320.172,1.67,11748.93,-0.28,0.07900000000000001,19088.549,92.131,95.429,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,10814.552,1.3545,0.02,18.994,494.38,0.08,3035.644,4.571,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,494.38,0.08,63.453,4.571,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
90.71,2019,17103803.0,132535316516.0,9.971,0.0,0.0,0.0,161.952,2.77,21.811,0.433,363.78,-5.711,-0.106,1696.895,14.993,237.374,4.06,-4.104,-1.183,4166.35,40.7945,31.969,6.311,11.65,681.135,12.7,17.3305,8.364,7.001,5303.489,0.684,0.1815,0.1875,268.361,4.59,24077.301,188.123,36.142,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,4.62,-4.0045,-0.006500000000000001,6.234,261.345,4.47,485.224,35.197,3.4735,1.646,0.029,30.25,474.164,8.11,3952.095,63.858,18.642,-1.05,-9.013,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,30.987,0.53,11748.93,-0.28,0.07900000000000001,19088.549,92.131,4.173,39.774,1.3385,3.08,0.31,2.887,0.0205,180.077,18.125,147.846,24.252,2.441,0.85,742.525,1.3545,0.02,18.994,474.164,8.11,3035.644,63.858,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,13.447,0.23,63.453,1.811,0.254,10.491,0.054,0.501,19.294,0.33,132.794,2.598,0.556
18.773,2019,13034349.0,20561330331.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,253.66,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,2.05,157.277,2.05,17.3305,31.176,4.462,1440.278,0.913,0.1815,0.1875,56.773,0.74,24077.301,188.123,36.098,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.52,-4.0045,-0.006500000000000001,6.234,98.969,1.29,485.224,62.927,3.4735,1.646,0.029,30.25,100.504,1.31,3952.095,63.902,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,56.773,0.74,11748.93,-0.28,0.07900000000000001,19088.549,92.131,36.098,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,157.277,1.3545,0.02,18.994,100.504,1.31,3035.644,63.902,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,1.534,0.02,63.453,0.976,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
1.506,2019,1967704.0,2896348420.0,9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.433,625.0,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,0.08,40.657,0.08,17.3305,2.418,0.036,765.522,0.52,0.1815,0.1875,40.657,0.08,24077.301,188.123,100.0,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.05,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,0.0,0.0,3952.095,0.0,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,40.657,0.08,11748.93,-0.28,0.07900000000000001,19088.549,92.131,100.0,39.774,1.3385,0.0,0.0,2.887,0.0205,0.0,0.0,147.846,0.0,0.0,0.85,40.657,1.3545,0.02,18.994,0.0,0.0,3035.644,0.0,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,0.0,0.0,63.453,0.0,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
10.221,2019,807668.0,62427096792.0,9.971,0.0,0.0,0.0,24.763,0.02,1.739,0.433,634.78,-5.711,-0.106,1696.895,14.993,0.0,0.0,-4.104,-1.183,4166.35,40.7945,0.0,6.311,1.15,1423.852,1.15,17.3305,13.779,1.238,12655.309,0.918,0.1815,0.1875,1374.327,1.11,24077.301,188.123,96.522,81.358,0.5095,0.072,49.167,0.0,0.0,5931.444,1.4395,2.997,17430.287,161.5675,0.0,19.765,0.73,-4.0045,-0.006500000000000001,6.234,0.0,0.0,485.224,0.0,3.4735,1.646,0.029,30.25,49.525,0.04,3952.095,3.478,18.642,0.0,0.0,2.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7745,0.27849999999999997,105.578,1374.327,1.11,11748.93,-0.28,0.677,838.824,0.677,96.522,39.774,1.3385,0.02,0.0,2.887,0.0205,24.763,0.0,147.846,1.739,0.0,0.85,1423.852,1.3545,0.02,18.994,49.525,0.04,3035.644,3.478,11.438500000000001,15.896,0.051000000000000004,0.34550000000000003,24.763,0.02,63.453,1.739,0.254,10.491,0.054,0.501,0.0,0.0,132.794,0.0,0.556
